movie,sentiment,comment
Şantaj,negative,filmin ilk sahnesinden itibaren nasıl bitebileceğini tahmin edebiliyorsunuz klasik bi konu ayrıca çok sıkıcı işlenmiş film.
Şantaj,negative,sonu bıraz basıt bıtdı daha ıyı olabılırdı zaten fılmde cok akıcı degıl eh işte
Şantaj,positive,"Filmi şimdi izledim...Yeteri kadar sürekleyici ve güzel bir film, kesinlikle izlenmeye değer...10 üzerinden en az 8i hak ediyor..."
Şantaj,positive,"filmin yarısına kadar erotik, erotik sahnelerden sonra film başlıyor :D"
Şantaj,negative,Hugh Jackman için izlenir konusu biraz ağır ama fena değil
Pek Yakında,negative,"'Hiç komik değil!' 'Gülmeye gittik, para boşa gitti!' gibi yorum yapanlara söylüyorum. Her komedi türü film seni kahkaha krizine sokacak diye bir şey yok. Bu filmde espiriler vardı bence çok yerinde espirilerdi. Cem Yılmaz'ın en iyi ve en kaliteli senaryosuna sahip filmlerinin başında geliyor. Gidin izleyin, emin olun buna değecektir. 
Ancak bu filme lütfen Recep İvedik kafasıyla gitmeyin, o filmle bu filmi kıyaslamayın bile. Pek Yakında filmi bir filmdir, film. Recep İvedik gibi saçmalıklarla dolu bir film değil."
Pek Yakında,positive,"Kesinlikle Türk sinemasınında daha nicesine ihtiyaç olan bir film. Cem çok doğal oynamış, diğer oyuncularda gerçekten o sıcaklığı filme yansıtmışlar. İzlemezseniz çok şey kaçırırsınız.."
Pek Yakında,positive,Gayet güzel ve başarılı bir film olmuş fazla komedi denemez ama gayet başarılı . Yorumları okuduğum zaman baya bir şaşkınlığa uğradım sonra dedim ki 5 yıldızlı otelleri bile kötüleyen insanlar güzellikten ne anlar.
Pek Yakında,negative,Cem Yılmaz gibi bir adam bu ülkeye bir daha zor gelir diyorum..
Pek Yakında,positive,para verip sinemada bir film izleyeceksem eğer; o film bu filmdir....
Pek Yakında,positive,"(...) Türk sinemasının yüzüncü yılında Yeşilçam'a saygı duruşunda bulunan, günümüzde eşine zor rastlanacak türden bir film Pek Yakında. Her ne kadar uzun süresini ve seyirci çekmek amaçlı klişelerini eleştirsek de baştan sona keyifle izleniyor. En önemlisi de, Recep İvedik'in gişe rekorları kırdığı bir zamanda sinema aşkından beslenerek izleyiciyi bu yönüyle cezbetmeyi başardığı için özel kılınmayı hak ediyor. Cem Yılmaz'ın, Yavuz Turgul imzalı Aşk Filmlerinin Unutulmaz Yönetmeni’nden ilham aldığını söylediği Pek Yakında, Wes Anderson tarzı capcanlı, rengarenk atmosferi, kalabalık oyuncu kadrosu, birbirinden leziz zekice esprileri ve fazlasıyla zengin öyküsüyle oldukça hoş ve naif bir aile filmi. Birkaç kusuru var, onları da affedin artık."
Pek Yakında,positive,"Cem Yılmaz’ın hem yazıp yönettiği ve uzun zamandır merakla beklediğimiz Pek Yakında vizyonda. Şimdiye dek Cem Yılmaz’ın el attığı en iyi proje olan film, duygusal komedi türünde ve aynı zamanda Türk sinemasına bir saygı duruşu niteliğinde."
Pek Yakında,negative,Sırf pepsi turkcell yandex reklamı olsun diye film yapmışlar. Bu yorumu yaptıktan sonra Para verip gidenin aklı yok. Cem yılmaz bitmiştir.
Pek Yakında,positive,"Ya Ben bu filme berbat diyenleri anlayamıyorum ya da ben Cem Yılmaz fanı olduğum için objektif bakamıyorum.Bu filme deli gibi gülelim diye gidilmez gidenler gerçek sinemasever değildir bence.Recep İvedik gibi kalitesiz espriler yerine 4-5 tane sağlam ince espri patlatırsan bence o film daha güzel sayılır.Hem komedi değil diyenler de yanılıyor bence filmin ilk yarısında acayip bir şekilde güldüm doğru ikinci yarısı pek komik olmasa da film kalite bakımından Türk sinemasının en iyi filmleri arasına giriyor çekim olarak konu olarak.Vizyondan çıkmadan gidin izleyin,önyargılı izlemezseniz eminim iyi ki gitmişim diyeceksiniz.

   Sevgilerle..."
Pek Yakında,positive,Tabiki harika bir film en azindan verdiginizmparayi son kurusuna kadar hakediyor.ay ben cok guomedim ya hic komik degil diyen gerzekler sanki stand-up mı vaadediyor???bu arada espri algisi olan insanlar icin gayet komik yerinde ve kaliteli.kufure gulen insanlar zaten gitmesin yada osuruga gulen insanlar.gidin sabit kanca izleyin recep ivedik izleyin.
Pek Yakında,negative,FİLm gerçekten çok kötü. Hadi senaryoyu geçtim bekliyorsun bekliyorsun.. birşey olsada gülsek diye ama yok... Malesef bu sefer olmamış Cem BEy
Pek Yakında,negative,Artık kabak tadı veriyorsun Cem Yılmaz..Filmlerin zaten hiç bir zaman çok çok iyi olmadı ama artık espirilerin de bayalaştı.Film zaman kaybından başka bir şey değil.
Pek Yakında,negative,Hayatımda izlediğim en sıkıcı ve slowmotıon film. Mümkünse CEM YILMAZ sadece komedyenlik yapsın.
Pek Yakında,positive,"Son senelerde izlediğim en iyi filmlerden diyebilirim, özellikle Zafer Alagöz'ün oyunculuğu süperdi, dopdolu bir film. İleride tekrar izleme ihtimalim çok yüksek."
Pek Yakında,positive,"insan, hayatı yaşarken değil, 
Hayatı yaşamaya çalışırken rol yapar...

Film den çıkardığım sonuç bu.
Çok Etkileyici ve içten bir film."
Pek Yakında,positive,Gerek konusu gerekse oyunculariyla mukemmel bir film. Herkese tavsiye ederim. Beklentinizi sadece bir komedi filmi izleyecekmis gibi kurmayin. Bu ve benzeri filmlerin Turk Sinemasina buyuk katkilarinin olduguna inaniyorum. Emegi gecen herkese tesekkur ediyorum. Umarim filmin devami gelir.
Pek Yakında,negative,öncelikle bu filme gitmeden önce bir stand up komedisi beklerseniz yanılırsınız.ben bunu neşeli hayat filmine gülmek için gidip beğenmeyen kuzenimden biliyorum.bu filme gülmek için değil iyi bir film izlemek için giderseniz yanılırsınız.filmde saçmalıklar vardı.özkan uğurun ağzıyla çıkadığı ses ozan güvenin sesi ve araba çarptıktan sonraki bazı olmayacak hareketleri eksi puanı hak etti. ama film gülse birselin  komedi dizileri gibiydi.belirli aralıklarla belirli karakterleri ön plana çıkaran.belirli yerlerde ozan güven bazen çağlar çorumlu bazen de cengiz bozkurt ön plandaydı filmde.hokkabaz ve her şey çok güzel olacak tarzında bir filmdi . ama o filmlerdeki gibi bir cem yılmaz yoktu. fundamentals ın fragmanındaki korsan dvd ciyi görünce acaba ondan da bir film çıkmaz mı diyor insan.ben zafer algöz den öyle mükemmel bir oyunculuk göremedim. çağlar çorumlu en az onun kadar iyiydi.çocukal ilgili sahneler biraz abartıydı.ama ben yine söylüyorum iy film için pek yakında ya gidilir.ben recep ivedik 4 üde izledim bunu da. hiç kimse bu iki filmi aynı gösteremez.recep ivedik daha komik pek yakında ise ondan 50 bin kat daha kaliteli bir film.izlemeyenlere tavsiye edilir...
Pek Yakında,negative,"Eğer stand up vari bir kahkaha tufanı ise görmek istediğin ya da çıtanı komedi dalında yüksek tuttuysan bu filmden kesinlikle keyf alamazsın.
Ama dram bir bilme en fazla bu kadar gülünebilinirdi. Gülmekse güldük yani.
Konusuyla, oyunculuğuyla çok çok iyi bir film. 
Ama pepsi adamın gözüne bu kadar da sokulmaz ki ya. Kola içmiyorum zaten. Hepten iğrendim."
Alacakaranlık,negative,Filmdeki mekanlar o kadar güzellerdi ki doğayı izlerken konuyu unuttum diyebilirim. Romantik bir aşk filminden birden başka bir konu ya geçiş yaparak acele ile sonuca ulaştığı fikrine kapılmamın nedeni belkide filmin epey bir kısmının sakin ve duygusal geçmesidir. Hatırladığım bir iki filmin konusunu çağrıştırmakla birlikte yinede o filimleri seyretmemiş kişiler tarafından zevkle izlenebilir diye düşünüyorum.
Alacakaranlık,positive,Film güzel arkadaşlar seyredilir. 10 üzerinden 7.5   özellikle okyanus kenarındaki eve dikkat:!
Alacakaranlık,positive,"film çok çok başarılı.Yönetmen harika bir gerilim filmi ortaya çıkartmış.Manzaralar,oyunculuklar,müzik..herşey dört dörtlük.."
Alacakaranlık,positive,izleyin özellikle demi yi harika bence ... güzel di  devamı olabilirmi ki:))
Alacakaranlık,negative,"kesinlikle berbat bir film, 7 ytl en saçma nerde harcanır diyorsanız bu filme gidin, ayrıca müzik filme hiç uymamış tam bir fantastik film müziği üstelik çekim yapılan yerkler  de berbat beğenenlere hayret ettim doğrusu..."
Alacakaranlık,negative,"fazla yorum yapmaya hacet yok,berbattı..."
Alacakaranlık,positive,Kurgu harikaydı..konu da...artık sonu surpriz olan filmlere alıstıgımız icin sonları tahmin etmek pek de zor olmuyor benim icin ama yine de gercekten guzel bi filmdi..hoşlandımmm..
Alacakaranlık,negative,"Vasat hatta vasatın da altında.. Her sahneden önce ne olacağını tahmin ediyorsunuz.
Bu nedenle film bi anda çekiciliğini kaybediyor. Güzel demek için daha önce hiç gerilim filmi izlememek şart!"
Alacakaranlık,positive,Vizyonda olan filmlerin yarısını seyretmiş birisi olarak izlediklerimin içinde en iyisi bu.
Alacakaranlık,negative,"Filmin başlangıcı sabit bir yabancı film başlangıcı gibi olunca, film ilk eksi'sini aldı . fiLmde efekt olarak güzel efektler kullanılmış... Su altı kamerası ne kadar az da olsa güzel olmuş bence.. fiLmdeki ölümler çok basit olmuş ...  Bilgisayar efektleri çok belli .. Çizgi film gibi olan yerler var...  iLgimi çeken bir nokta ise, kasaba halkı ..! NE kadar modern..! Ne ingiliz sineması Ne de Amerikan sineması kasaba halkını hiç böyle yansıtmamıştı. Kasaba halkının içkili ortamları falan beni şaşırttı :) Normalde bizler balıkçı yada çiftçi bir amerikan kasaba halkına alışkınız, yada ingizlizler ... 
fiLmdeki tek artı nokta müzikler ve görüntüler ...
Ha birde demi moore..."
Alacakaranlık,negative,"Açıkcası film ters köşe yapmayı deniyor ve başarıyorda bunu,aslında tam ters köşe değilde şaşırtma da diyebiliriz.Fiilm başladığından itibaren bir doğa üstü güçler kuşatmasında devam ediyor bu biraz sıkıcı geliyor ama daha sonra bizi şaşırtarak filmi kotarmaya çalışıyorlar,öyle bir film ki iyide değil kötüde değil,şöyle söyleyeyim izlemezseniz çok şey kaçırmazsınız.6/10 iyi seyirler."
Alacakaranlık,negative,çok başarılı değil ama sakin bir ortamda izlenebilecek bir film.
Alacakaranlık,positive,gerçekten hoş film 10/8 i hakediyor
Alacakaranlık,positive,"Son yıllarda izlediğim en güzel filmdi. Filmin atmosferi, o mükemmel müzikleri ve manzaralar inanılmaz derecede filmle bütünleştiriyor insanı. İçindeymiş yaşıyormuşsun gibi bir havası var filmin. Klasik sayılabilecek derecede kült film statüsüne girebilecek bir film. Bazı filmlerin değer geç anlaşılır bu da öyle olabilir bence bir şahaserdi."
Alacakaranlık,negative,çok sıradan bir gerilim filmiydi...sonu hariç herşey çok tahmin edilebilir durumdaydı...
Alacakaranlık,positive,Senaryo süperdi sonuna kadar gizemini korudu harikaydı..
Alacakaranlık,negative,"abartılacak kadar iyi bir film degil ama izlenilebilir 10/6,5"
Alacakaranlık,negative,begenmedim. havada kalan cok sey var.. anlamsizlastirmis.. ne mistik.. ne gerilim.. az romantik
Alacakaranlık,positive,gercekten bu film bekledıgımden daha ii cıktı bence gerılım dozu tam yerinde bir fılm esrarenegiz olaylar ve gziem entrıka hepsi var filmde bence mutlaka gorun benım tahmınım basından beri dogru cıktı o ayrı :) bu arada filmin cekildigi yer bu kadarmı guzel olur o sahıl o manzara ınanılmaz bu arada demi moore un oyunculuğuda bir baska  ii..
Alacakaranlık,positive,güzel bir film.. konusu iyi tempo biraz ağır olsada kendisini izlettiriyor.
Ölülerin Şafağı,negative,"filmde korktuuunuz şeye bağlı esasen zaten filmdeki esas mesaj tüketici topluma gidio da ortalıkta pek korkulcak bişii yok bi süre sonra asıl korkulması gerekenin gelen motorlu serseriler olması da ayrı konu çünkü o 4 kişi için o mekan mükemmel güvenli iken oraya girip herşeyi mahfedenler serseriler türkçe dublajında korkmanın imkanı yok zaten filmin başında bi yerde lanet geberikler diye çevirmişler ister istemez gülüo insan
bir de evet etherial adlı arkadaş ii bir noktaya değinmiş niye bu filmin puanı bööle düşük ama esasen remake nin bu filmle ve bu filmin ortamıyla ilgisi yok zaten bu iki filmi ayrı ayrı değerlendirmek lazım eski dawn of the dead daha çok psikolojik korkuya dayalı ve zamanının ötesinde bir film iken yeni yapılan efektlerde başarılı daha çok aksiyona dayalı çağımızın filmlerinden"
Ölülerin Şafağı,positive,izlediğim en güzel ve en eglenceli zombi filmi olsa gerek ölülerin şafagı . cok küçük yaştaydım ilk izlediğimde ve gercekten korkmuştum ama diğer arkadaslarında belirttiği üzere aslında bu bir komedi bile sayılabilir. zombilerle nişan çalışması yapan ii adam karakterlerine de dikkat:)
Ölülerin Şafağı,negative,Türk filimlerine verip veriştirenler burada amerikan filimlerini göklere çıkarıyorlar nedense.
Ölülerin Şafağı,positive,Komedi ve korkunun güzel birleştiği şimdi izlendiğinde teknolojik olarak sarmasada konusu olarak gayet başarılı bir film 6/10
Ölülerin Şafağı,negative,ölülerin safagi olmaz arkadaslar... isimden kaybetmis bu film.. zavalli öller aciyin zavallilara.. filme gelince 126 dakikalik bir film su anda gösterimde.. izleyin bana da anlatin.. bi dergiye yorum yapcam da... o bakimdan
Ölülerin Şafağı,positive,arkadaslar.... bu filmin yeni çevrimini izlemişsiniz... bu filmle onun konu akışı çok farklı
Ölülerin Şafağı,positive,O yıllara göre süper bir film bence acaip eglenceli bir film
Ölülerin Şafağı,negative,nasıl bir film bu yaw bugün izmitte bir sinemada vizyonda ne iş abicim
Ölülerin Şafağı,negative,Ne kadar da kötü bir film yaa. Tarihi şartlar falan demeyelim bence. O zamanda çekilmiş ne filmler var. Bir tek en başında ölü koca kadının omzunu ısırınca miğdem bulandı. Sonrasında hep güldük. Aslında korkulması için yapılan bir filme gülmek trajik bir şey. Bazı sinemaseverlerin takıntıları vardır; film eskiyse iyidir şeklinde. Fetişlerimizi yıkalım bence. Kötünün kötü olduğunu kabul edelim.
Ölülerin Şafağı,positive,"koskoca bi alışveriş merkezi tamamen sizin oluyor, hem de bedavaya...canınız sıkıldığında da stres atmak için çıkıp iki üç zombi kurşunluyorsunuz...insan, zombilerle çevrili olduğu için kahramanlarımızın oradan hemen uzaklaşacaklarını düşünüyor ama onlar hayatlarından memnun...toplumun aşırı tüketim aşkına bu filmde iyi bir eleştiri var bence eğlenceli sahnelerin arkasında...yani hem sizi eğlendiriyor hem de alttan sosyal mesaj veriyor...daha ne olsun yaaa :):)"
Ölülerin Şafağı,negative,galiba üçlemenin içinde en güzeli 68 çevrim olan ilk film....onu seyredemedim ama öyle gbi görünyo....üçüncü(day of dead) filmde fena değiil....bu filmde bldğimiz bi zombi filmi işte ama tabii ki bufilm çevrileli kaç sene olmuş.....o zamanlar bööle filmler çektiği için romeroya tşk.etmek lazım
Ölülerin Şafağı,positive,ölülrin şafağı müthiş bir korku filmi film 1978 de çekilmiş olasına rağmen şimdi ki çekilen korku filmlerinin çoğundan iyi benden tam not alabilecek bir film imkanımız olsa filme yüz üzerinden ikiyüz verirdim.
Ölülerin Şafağı,positive,bir korku başyapıtı ve bilinçli izlendiğinde gerçekten insana dehşet bir korku hissi gizli bu filmde özellikle makyaj ve tasarım işçiliği sinema tarihinde önemli bir yer tutar bu filmin
Ölülerin Şafağı,negative,"Romeronun diğer filmlerine göre bu film biraz zayıf kalmış. Baştan sona her şey güzel gidiyor derken yağmacıların mağazaya girmesinden sonra işler sarpa sarıyor. Son yarım saati özellikle iyi değil. Filmin sonu bağlanamamış. Bunlar benim öznel düşüncelerim.
Bunu izleyin ardından 2004 yılındaki ikinci çevrimini izleyin."
Lolita,positive,kubrick burdaki lolitayı alıp otomatik portakaldaki alexle bi film çekseydi heralde en güzel filmi olurdu.
Lolita,positive,belki de günümüzdedki toplumsal sapık saplantıları ve insan psikolojisini deşifre edn anlamlı ve asla eskimeyecek bir film. Konusu itibariyl her zaman genç kalacak filmde James Mason ve Sue Lyon oyunculuklarıyla göz dolduruyor. Arşivci her sinemaseverin edinmesi gereken müthiş bir film.
Lolita,positive,peter sellers gibi bir oyuncu yine kendini diğerlerinden ayırmış profesyonelliği ile
Lolita,negative,gerçekten çok daha iyisini bekliyodum evet erotik olması için çıplaklık olmasına gerek yok ama konu da beni vurmadı açıkçası yine de her Kubrick filmi gibi izlemeye değer çok şey bekleyip sadece beğendiğim bi film.
Lolita,positive,"KUBRICK FİLMLERİ İÇİNDE 'EYES WIDE SHUT' FİLMİNDEN SONRA EN ZAYIF BULDUÐUM FİLM BUDUR.AMA SADECE KUBRICK FİLMLERİ İÇİNDE!60`LAR AMERİKASINI BALOLARLA, EVLERİYLE, ARABALARIYLA, YOLLARIYLA, KISACASI HERŞEYİYLE AYNA GİBİ YANSITAN PETER SELLERS`İN ŞAŞIRTICI OYUNCULUÐUYLA, LOLITA`NIN ÇEKİCİLİÐİYLE, İLGİNÇ VE O DÖNEM İÇİN ÇOK RADİKAL OLAN HİKAYESİYLE DİKKATLERİ ÜZERİNE ÇEKMİŞ BİR FİLM. 90`LI YILLARDA DAHA EROTİK BİR YENİDEN ÇEVRİMİ DE YAPILMIŞTI..."
Lolita,positive,"Stanley K.’nin her filmini izleyişimde ona bir kere daha hayran kalıyorum. Yönetmen sinemayı 30-40 yıl ileriden takip ediyor.(Belki de temellerini kuruyordu sinemanın)Uzun zamandır böylesine iyi yapılmış bir film izlememiştim. Kurgusuyla, oyunculuğuyla, dekoruyla... ve tabi ki yönetimiyle. Kubrick’in bu zamana kadar 3 filmini izleyemedim, bulamadım. Onun en sevdiğim yönü her seferinde farklı türlere el atması. Ve birçok sinemaseverin de düşündüğü gibi hepsinden başyapıt çıkarması.Lolita gibi filmlere hasret kalır oldum. günümüzde filmlerin -özellikle de Amerikan filmlerinin- anlatım tarzı neredeyse hep konuşmaya yer vermesi. tamam, kimi yerlerde konuşmalar muhakkak olacak. sonuçta bir insanın yüzüne bakarak düşündüğü ve hissettiği her şeyi anlayamazsınız ya. ama bunu beş yaşındaki bir çoçuğa anlatır gibi tamamen repliklerle anlatıldığını görünce fıttırıyorum. Anlamışsınızdır, Lolita bu anlamda ve bir çok anlamda çok düzeyli bir film. Oyuncular, hepsi harika.(birçok bakımdan çok iyiler ama en çok hoşuma giden konuşmalar, çok doğal.) Peter S. ayrı bir harika. Bu kadar şekilden şekile girebilen oyuncu sayısı çok az.Süresine rağmen nasıl geçtiğini anlayamıyorsunuz, hani neredeyse bir saniye insanı sıkmayan bir film. Yönetmenin burada güzel bir tarafına daha değinmek isterim; hem istediği filmleri yapmış hem de sadece kendinin beğeneceği değil bizlerin de beğeneceği bir film yapmaya kafa yormuş hep(belki de yormamıştır).(9)"
Lolita,negative,"Bir filmin erotik olması için çıplaklık ve seks içeren sahneler barındırmasının gerekmediğini en iyi şekilde yansıtan bir yapıttır. Bu eski filmin en büyük artısı adeta tüm film onun performansını göstermesi için çekilmiş gibi duran ""quilty"" peter sellers idi..Yönetmen Kubrick ve oyuncu da Peter Sellers olmasa pek işim olmazdı bu filmle, onların hatrına izledim eh fena da bir iş çıkmamış..."
Lolita,positive,"97 yapımı olanı daha önce izlemiştim. Bu da güzel ama soundtrack falan az olduğundan mıdır bilmem ben yeni versiyonunu daha çok sevdim. Ama herşeyin orjinalinde olduğu gibi, bu filmin de yeri apayrı. Ustaya ne kadar saygı duysak az. Az kaldı yakında tüm filmlerini izlemiş olacağım :)"
Lolita,positive,"Yılların filmi lolita,sonunda izleme fırsatı yakalayabildim.Uzun diyalogları ve süresini saymazsak izlemesi epey keyifli bir yapım bunda oyunculukların etkisi yadsınamaz,günümüzde izleyince konu biraz yavan geliyor ama tam bir değerlendirmeyi 97 yapımı lolita'yı izledikten sonra yapabileceğimi düşünüyorum zira onu da görmekte yarar var."
Lolita,negative,"...Nabokov'un kitabindan beyazperdeye uyarlanan ""Lolita"", kisisel olarak Kubrick'in filmografisi icerisinde bana en uzak duran filmi. Romani zamanina gore oldukca cesur bir yaklasimla ele almaya calissa da, belli bir noktadan sonra daha fazla ileri gidemeyen Kubrick 2.5 saati askin suresiyle yer yer uzayan ve sikan bir filme imza atmis. Acikcasi 1997 tarihli Adrian Lyne uyarlamasini daha basarili bulmaktayim. Ama ustanin bu filmini de en az bir kere izlemekte fayda var, en azindan Sellers'in performansi icin bile olsa...(6/10)"
Lolita,positive,tek kelimeyle olağanüstü kubrick dehasının önünde saygıyla eğiliyorum
Lolita,positive,"Tıpkı 97 yapımı Lolita gibi, filmin konusunda beni çeken birşey yok.Ancak, 97 yapımı (Adrian Lyne’nin) olan filme yorum yazarken Kubrick’in Lolitası’na haksızlık ettiğimi farkettim bugün...Filmi tekrardan izledim bugün.97 yapımı olan Lolita’dan kat be kat üstün olduğunu farkettim açıkçası bugün.Zira konu bir parça hassas  -filmde ele alınan ilişkiden söz ediyorum elbette-  ve Kubrick’in Lolita’sında cinsel unsurlar daha az kullanıldığı için daha bir izlenebilir olduğunu düşündüm bunun.Sanırım Kubrick de farketmiş olacak ki bunu, bilinçli olarak kullanmaktan kaçınmış cinsel unsurları...97 yapımı olandaki yorumum okunduğunda daha bir anlaşılır oluyor heralde ne demek istediğim...Yönetmen farkı böyle birşey işte :)))Ama herşeye rağmen yine de Kubrick’inki de olsa ben abartıldığını düşünüyorum filmin..."
Lolita,positive,son derece iLgi cekici we guseL bir fiLm...
Lolita,positive,çok hoş bir film.peter sellers çok güzel oynamış.karakterler de çok renkli.10/9
Lolita,positive,Kitaplar insanı yanlizliktan alıkoyar yalnız olmaz zor gerçekten ama niye insanalr yalnız olmayı sevmediği halde kitap okumuyor ki ?
Lolita,positive,"filmin çekildiği dönemin henüz altın çağ ın daha başları olduğunu anımsarsak belki de bunu derinleştiren kültür unsurlarından biriydi bu film. içinde bulunduğu muhafazakar yapısına rağmen amerikan sinemasının o zamana göre cesur adledebileceğimiz bir yapımı. adamın içinde bulunduğu teslimiyetçilik erkek izleyicileri kızıdırıp bayan izleyicileerin egolarını dürtsede kubrick gibi bir ustanın hangi yıl olursa olsun aynı kaliteyi eksiltmeden sürdürebileceğiin kanıtı.çoğu usta yönetmen hep klasik eserleriyle adından söz ettirirken sinema tarihinde, kubrick daha komplike  bir yönetmen olduğunu kanıtlıyor..."
Lolita,positive,Bu filmin yeni versiyonu daha çok hoşuma gitti ama bu filminde ondan aşağı kalır yanı yoktu...Kubrick ustaya saygılarla gerçekten güzel bir eser bağışlamış bizlere...
Lolita,negative,İlginç bir konusu olmasına rağmen çok uzun süresinden dolayısı film biraz sıkıcıydı. Doğallıktan uzak ve abartılı oyunculuklar filmi benimsemenize engel oluyor. Gerçek hayattan alınma bu enteresan hikaye daha iyi bir filmi hak ediyor diye düşünüyorum. Benim notum: 6/10
Lolita,negative,Kitabını duymuştum bir ara biraz okumustum biraz ama böyle değildi bu film de midem kalktı sanat olduğunu inanmıyorum bunun açık sahneler çok fazla o yüzden hızlı hızlı geçmek zorin da kaldım film bitti yani hemen filmin tamamı sanki bundan ibaret bana hitap etmiyor
Kapan,positive,Filmin çok fazla reklamını gördüm ve açıkcası filmin fragmanı beni sinemaya çağırıyor. Alışılmışların dışında bir iş olmuş...
Kapan,negative,Merakla gidip hüsranla çıktığım bir filmdi. Erkan Petekkaya çok sevdiğim bir aktör ama malesef o bile kurtaramams tavsiye etmiyorum.
Kapan,positive,"güzel bir iş olmuş, aksiyon sahneleri tük işi gibi olmamış. beklediğimden çok iyiydi. elinize sağlık"
Kapan,negative,"Tek kelimeyle kötüydü. Senorya çok basit, sürükleyici değil ve mantık çerçevesinde oturmuyor. Oyunculukları başarı bulmadım . işiniz yoksa gidin derdim ama hava güzel sinamaya kapanıcağınıza bir bankta boş boş oturun daha keyifli olur."
Kapan,positive,"Sonuna kadar merak uyandıran, finalde ters köşe yapan muhteşem bir filmdi.
Özellikle Ali Gürerin performansına bayıldım. 
İdda ediyorum yeni bir yıldız doğuyor."
Kapan,positive,"tek kelimeyle harikaydı... başta biraz önyargılıydım, zaten başlarda biraz ağır ilerledi ama sonunda onun da hakkını verdi. mutlaka izlenmeli."
Kapan,positive,Vay bu filmi çok güzel olmuş ellerine sağlık senaryo yazan ve tüm ekip arkadaşlarıma teşekkür ederiz
Kapan,positive,Film farklı ama basit sürüklüyor.Ancak daha iyi olabilirdi.Oyunculuklar iyi birkaçı çok basit ama tabiki kimseyi etki altinda bırakmak istemem.Birsürü emek var ter var gidin izleyin. Farklı bir yapıt olmuş..
Kapan,negative,"Pek fazla alternatifin olmadığı bir dönem olsa da alternatif filmler içerisinde kapan ı seçtiğime pişman olmadım. Sulu sepken komediler, ruh cin içerikli korku filmleri, yabancı film serileri artık yeter noktasına getirmişti. Tebrikler"
Kapan,positive,Kapan; ülke standartlarının çok üzerinde bir film. Soluksuz izledim. Oyuncu kalitesi ve kurgusu harika.
Kapan,positive,Farklı ve keyifli bir film olmuş. Sonu süprizlerle dolu ve herşey sonunda anlam kazanıyor. Gideceklere tavsiye ederim.
Kapan,positive,Harika bir film. Bugün izledim. Sıradışı. Tavsiye ediyorum. Aynı tarz türk filmlerini izlemekten sıkılmıştım. Sonunu da çok iyi bağladılar.
Kapan,negative,Öncelik sıra dışı bir konu izlenebilir bir filmdi kötü yorumlara aldanmayın Bizim milletimizin sinema kültürü bayağı geride olduğundan aşağılamayı çok seviyorlar
Ölümsüz,positive,"Unbreakable filmini izlemeden önce bildiğiniz bütün detaylardan, yorumlardan kaçının ve açık bir zihinle izlemeye çalışın. Lütfen. Şimdi size bu filmi spoiler vermeden anlatmaya çalışacağım:

Bu film iki kişi hakkında. Birisinin kemikleri doğduğundan beri sık sık kırılmış olan çizgi roman satıcısı, diğeri de en son bir tren kazasından kurtulmuş, hayatında bir kez bile hastalanmamış, kemiği kırılmamış olan birisini ve bu ikisinin buluşmasını anlatıyor. 

Bu filmi spoiler vermeden anlatmak gerçekten zor ama şunu söyleyebilirim ki, bu film tüm zamanların en iyi süper kahraman filmi değil. Ama en eşsizi kesinlikle. Böyle bir konuyu ele alışı, işlenişi oldukça ince ve eğer bu film için ümitliyseniz, beklentilerinizi düşürecek şekilde aslında. Bu film, sandığınızdan daha farklı. 

Bu filmde bazı tekrara sarmış diyalog ve sahneler olsa da genel anlamda etkilenmemek elde değil. Ya da final sahnesinde ilham almamak da öyle. Bir süper kahraman olmanın, yaşama amacını yerine getirdiği zaman hayatın anlamlı olmasını çok iyi anlatmış film. Mükemmel değil ama kesinlikle izlemeye değer. Fakat, herkese göre bir film değil, farklı bir süper kahraman filmi bu.

TOPLAM PUAN: 8.4/10"
Ölümsüz,negative,yönetmen filmi çok ağır bir şekilde anlatmış.senaryo iyiydi.oyunculuklarda fena değildi.o kadar iyi bir film değil ama izlenir yani...
Ölümsüz,positive,"açıkçası 6. His'i de beğenmiştim, fakat M. Night Shyamalan'a hayran olmamın nedeni bu filmdir. Aynaları, televizyon ekranını, tren yolculuğu sırasında koltukların arasını kullanan o inanılmaz görüntü yönetimi, Samuel L. Jackson'ın 'eLİJAH pRİCE' yorumu, James Newton'ın müzikleri, sonuna kadar seyircinin merakını ayakta tutmasını bilen dingin anlatımı... Kısacası herşey olağanüstü."
Ölümsüz,positive,"Klasik bir Shyamalan filmi. Sürprizler, gerilimler ve özenle seçilmiş oyuncular. Samuel L. Jackson çok başarılı. Ama türü forum sayfasındaki gibi bilimkurgu değil benceee..."
Ölümsüz,negative,filmin birinci bölümü biraz sıkıyor 2.bölüme geçtinmi biraz dah rahatlıyoruz dikkatimiz yogunlaşıyor ve shylaman bize bir ölüm vuruşu yaparak filmi bitiriyor yani izlebilir idare eder tarzı var...
Ölümsüz,positive,10 verdiğim 6.film.kolay kolay 10 vermeyi düşünmem ama bu filmi izlerken çk etkilendim.filmin yanlış diyebileceğim sahnesi yok.filmi izlerken tek endşem sonunu bağlayamamalarıydı ki sonunuda çok başarılı getirdiler.harika bi film.
